# BBB chip + line offset mappings for kernel 4.x + cape-universal.
#
# Format: HEADER,PIN,DIOZERO_CHIP,DIOZERO_LINE,KERNEL_CHIP,KERNEL_LINE
#
# Diozero's ti_am335x-bone.txt board definitions were WRITTEN for kernel 4.x
# with cape-universal. The chip/line offsets in diozero match the kernel
# directly — no overrides needed.
#
# All pins: chip=-1 means "use diozero's baked-in chip+line as-is".
#
# Cape-universal evidence on old kernel 4.x:
#   dmesg | grep -i cape → "gpio-of-helper ocp:cape-universal: ready"
# Cape-universal exposes ALL pins as GPIO regardless of their default function.
#
# OLD KERNEL CHIP ASSIGNMENTS (verified, source of truth):
#
# | Pin     | chip | line | Label           |
# |---------|------|------|-----------------|
# | P8_03   | 1    | 6    | GPMC_AD6        |
# | P8_04   | 1    | 7    | GPMC_AD7        |
# | P8_05   | 1    | 2    | GPMC_AD2        |
# | P8_06   | 1    | 3    | GPMC_AD3        |
# | P8_07   | 2    | 2    | GPMC_ADVN_ALE   |
# | P8_08   | 2    | 3    | GPMC_OEN_REN    |
# | P8_09   | 2    | 5    | GPMC_BE0N_CLE   |
# | P8_10   | 2    | 4    | GPMC_WEN        |
# | P8_11   | 1    | 13   | GPMC_AD13       |
# | P8_12   | 1    | 12   | GPMC_AD12       |
# | P8_13   | 0    | 23   | GPMC_AD9        |
# | P8_14   | 0    | 26   | GPMC_AD10       |
# | P8_15   | 1    | 15   | GPMC_AD15       |
# | P8_16   | 1    | 14   | GPMC_AD14       |
# | P8_17   | 0    | 27   | GPMC_AD11       |
# | P8_18   | 2    | 1    | GPMC_CLK        |
# | P8_19   | 0    | 22   | GPMC_AD8        |
# | P8_20   | 1    | 31   | GPMC_CSN2       |
# | P8_21   | 1    | 30   | GPMC_CSN1       |
# | P8_22   | 1    | 5    | GPMC_AD5        |
# | P8_23   | 1    | 4    | GPMC_AD4        |
# | P8_24   | 1    | 1    | GPMC_AD1        |
# | P8_25   | 1    | 0    | GPMC_AD0        |
# | P8_26   | 1    | 29   | GPMC_CSN0       |
# | P8_27   | 0    | 22   | LCD_VSYNC       |
# | P8_28   | 0    | 24   | LCD_PCLK        |
# | P8_29   | 0    | 23   | LCD_HSYNC       |
# | P8_30   | 0    | 25   | LCD_AC_BIAS_EN  |
# | P8_31   | 0    | 10   | LCD_DATA14      |
# | P8_32   | 0    | 11   | LCD_DATA15      |
# | P8_33   | 0    | 9    | LCD_DATA13      |
# | P8_34   | 2    | 17   | LCD_DATA11      |
# | P8_35   | 0    | 8    | LCD_DATA12      |
# | P8_36   | 2    | 16   | LCD_DATA10      |
# | P8_37   | 0    | 14   | LCD_DATA8       |
# | P8_38   | 0    | 15   | LCD_DATA9       |
# | P8_39   | 2    | 12   | LCD_DATA6       |
# | P8_40   | 2    | 13   | LCD_DATA7       |
# | P8_41   | 2    | 10   | LCD_DATA4       |
# | P8_42   | 0    | 11   | LCD_DATA5       |
# | P8_43   | 0    | 8    | LCD_DATA2       |
# | P8_44   | 0    | 9    | LCD_DATA3       |
# | P8_45   | 0    | 6    | LCD_DATA0       |
# | P8_46   | 0    | 7    | LCD_DATA1       |
# | P9_11   | 0    | 30   | GPMC_WAIT0      |
# | P9_12   | 1    | 28   | GPMC_BE1N       |
# | P9_13   | 0    | 31   | GPMC_WPN        |
# | P9_14   | 1    | 18   | GPMC_A2         |
# | P9_15   | 1    | 16   | GPMC_A0         |
# | P9_16   | 1    | 19   | GPMC_A3         |
# | P9_17   | 0    | 5    | SPI0_CS0        |
# | P9_18   | 0    | 4    | SPI0_D1         |
# | P9_21   | 0    | 3    | SPI0_D0         |
# | P9_22   | 0    | 2    | SPI0_SCLK       |
# | P9_23   | 1    | 17   | GPMC_A1         |
# | P9_25   | 3    | 21   | MCASP0_AHCLKX   |
# | P9_27   | 3    | 19   | MCASP0_FSR      |
# | P9_28   | 3    | 17   | MCASP0_AHCLKR   |
# | P9_29   | 3    | 15   | MCASP0_FSX      |
# | P9_30   | 3    | 16   | MCASP0_AXR0     |
# | P9_31   | 3    | 14   | MCASP0_ACLKX    |
# | P9_41   | 2    | 20   | CLKOUT2         |
# | P9_42   | 0    | 7    | ECAP0_IN_PWM0_OUT|
#
# KERNEL 6.x NOTE:
# On kernel 6.x (no cape-universal), gpiochip numbers AND line offsets changed.
# Use bbb-chip-mappings.txt instead — it has kernel 6.x overrides.
# This file (bbb-kernel4-bbb-chip-mappings.txt) is for reference only.
#
# Verified on: kernel 4.19.x / 4.4.x with cape-universal (BeagleBoard.org Debian 9/10)

# All pins: chip=-1 means use diozero's baked-in chip+line as-is (no override).
P8,3,-1,-1,1,6
P8,4,-1,-1,1,7
P8,5,-1,-1,1,2
P8,6,-1,-1,1,3
P8,7,-1,-1,2,2
P8,8,-1,-1,2,3
P8,9,-1,-1,2,5
P8,10,-1,-1,2,4
P8,11,-1,-1,1,13
P8,12,-1,-1,1,12
P8,13,-1,-1,0,23
P8,14,-1,-1,0,26
P8,15,-1,-1,1,15
P8,16,-1,-1,1,14
P8,17,-1,-1,0,27
P8,18,-1,-1,2,1
P8,19,-1,-1,0,22
P8,20,-1,-1,1,31
P8,21,-1,-1,1,30
P8,22,-1,-1,1,5
P8,23,-1,-1,1,4
P8,24,-1,-1,1,1
P8,25,-1,-1,1,0
P8,26,-1,-1,1,29
P8,27,-1,-1,0,22
P8,28,-1,-1,0,24
P8,29,-1,-1,0,23
P8,30,-1,-1,0,25
P8,31,-1,-1,0,10
P8,32,-1,-1,0,11
P8,33,-1,-1,0,9
P8,34,-1,-1,2,17
P8,35,-1,-1,0,8
P8,36,-1,-1,2,16
P8,37,-1,-1,0,14
P8,38,-1,-1,0,15
P8,39,-1,-1,2,12
P8,40,-1,-1,2,13
P8,41,-1,-1,2,10
P8,42,-1,-1,0,11
P8,43,-1,-1,0,8
P8,44,-1,-1,0,9
P8,45,-1,-1,0,6
P8,46,-1,-1,0,7
P9,11,-1,-1,0,30
P9,12,-1,-1,1,28
P9,13,-1,-1,0,31
P9,14,-1,-1,1,18
P9,15,-1,-1,1,16
P9,16,-1,-1,1,19
P9,17,-1,-1,0,5
P9,18,-1,-1,0,4
P9,21,-1,-1,0,3
P9,22,-1,-1,0,2
P9,23,-1,-1,1,17
P9,25,-1,-1,3,21
P9,27,-1,-1,3,19
P9,28,-1,-1,3,17
P9,29,-1,-1,3,15
P9,30,-1,-1,3,16
P9,31,-1,-1,3,14
P9,41,-1,-1,2,20
P9,42,-1,-1,0,7
